Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
20191367B1654,408489,434673,-1.872575,53.808296,13,2,2,1,11/07/2019,5,18:36,200,E08000032,6,0,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,E01010590,
20191367B1814,405827,442496,-1.912853,53.878644,13,3,2,1,11/07/2019,5,19:46,200,E08000032,4,6265,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010727,
20191367C1391,413502,437444,-1.796329,53.833097,13,3,2,1,12/07/2019,6,16:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010785,
20191367D0367,418110,432925,-1.726579,53.792342,13,3,2,1,13/07/2019,7,09:00,200,E08000032,3,6181,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010611,
20191367E0365,419194,437047,-1.709870,53.829351,13,2,3,1,14/07/2019,1,04:04,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010654,
20191367E0456,419043,437281,-1.712150,53.831460,13,2,2,1,14/07/2019,1,07:05,200,E08000032,3,657,6,30,6,2,3,658,0,4,1,1,1,0,0,1,1,E01010689,
20191367E0915,419118,432438,-1.711308,53.787929,13,3,1,1,14/07/2019,1,11:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010610,
20191367F0276,421334,429940,-1.677846,53.765392,13,3,2,2,15/07/2019,2,07:45,200,E08000032,6,0,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010816,
20191367G0777,414901,436049,-1.775140,53.820521,13,3,1,1,16/07/2019,3,11:59,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010793,
20191367H1500,416889,432527,-1.745135,53.788805,13,3,2,1,17/07/2019,4,16:55,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010613,
20191367I1571,418927,433257,-1.714158,53.795297,13,3,2,1,18/07/2019,5,18:00,200,E08000032,6,0,6,30,3,4,3,647,0,0,1,1,1,0,0,1,1,E01010620,
20191367J1797,415033,432877,-1.773289,53.792007,13,2,1,1,19/07/2019,6,20:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010836,
20191367K0938,412282,447501,-1.814468,53.923516,13,3,1,1,20/07/2019,7,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01010691,
20191367K1310,414219,431558,-1.785705,53.780175,13,3,2,1,20/07/2019,7,16:39,200,E08000032,3,647,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010663,
20191367L0347,411183,433563,-1.831705,53.798269,13,2,1,2,21/07/2019,1,04:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010802,
20191367L0846,416301,432745,-1.754048,53.790783,13,3,2,1,21/07/2019,1,12:47,200,E08000032,3,641,1,30,1,2,6,0,0,0,1,1,1,0,0,1,1,E01010834,
20191367M1656,413686,434389,-1.793669,53.805634,13,3,1,1,22/07/2019,2,11:15,200,E08000032,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010809,
20191367N0378,401738,444602,-1.975040,53.897601,13,2,2,2,23/07/2019,3,08:19,200,E08000032,4,6265,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010644,
20191367N0503,412542,439375,-1.810838,53.850476,13,3,2,1,23/07/2019,3,10:02,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010583,
20191367N0778,417329,432960,-1.738432,53.792683,13,3,2,2,23/07/2019,3,12:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010613,
20191367N1558,409744,440987,-1.853320,53.865023,13,3,2,2,23/07/2019,3,17:45,200,E08000032,4,6265,1,30,1,4,4,6265,0,0,1,1,2,0,0,1,2,E01010709,
20191367N1716,411909,435781,-1.820598,53.818188,13,3,1,1,23/07/2019,3,18:46,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010669,
20191367O0333,417194,432389,-1.740513,53.787555,13,3,2,1,24/07/2019,4,06:58,200,E08000032,3,650,3,40,1,4,6,0,0,0,1,1,2,0,0,1,1,E01010613,
20191367O1321,416588,434137,-1.749618,53.803285,13,3,2,1,24/07/2019,4,16:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010830,
20191367O2047,416907,435006,-1.744727,53.811085,13,3,2,1,24/07/2019,4,21:07,200,E08000032,3,6177,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010602,
20191367O2159,416905,435007,-1.744757,53.811095,13,3,2,1,24/07/2019,4,21:49,200,E08000032,3,6177,6,30,3,2,3,6176,0,0,4,1,1,0,0,1,1,E01010602,
20191367P0549,411602,447809,-1.824811,53.926300,13,3,1,1,25/07/2019,5,10:20,200,E08000032,3,65,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010695,
20191367P1186,412204,448518,-1.815616,53.932659,13,3,2,2,25/07/2019,5,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010694,
20191367P2174,415715,429744,-1.763095,53.763828,13,3,2,1,25/07/2019,5,14:00,200,E08000032,3,6036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010748,
20191367Q0337,410266,442298,-1.845339,53.876796,13,2,1,1,26/07/2019,6,06:42,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010706,
20191367Q0400,415552,431906,-1.765459,53.783265,13,3,2,1,26/07/2019,6,08:04,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010731,
20191367Q1009,406152,440016,-1.907958,53.856350,13,2,2,1,26/07/2019,6,14:00,200,E08000032,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,
20191367Q1766,414827,434070,-1.776359,53.802736,13,3,1,1,26/07/2019,6,19:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010843,
20191367R0938,415909,433394,-1.759965,53.796628,13,3,2,1,27/07/2019,7,12:45,200,E08000032,3,6181,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01033691,
20191367S1136,414637,436548,-1.779127,53.825013,13,3,2,1,28/07/2019,1,15:26,200,E08000032,3,650,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01010791,
20191367T0051,415869,431260,-1.760681,53.777449,13,3,2,5,29/07/2019,2,00:34,200,E08000032,3,641,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010732,
20191367T0609,417146,436226,-1.741030,53.822043,13,3,2,1,29/07/2019,2,10:46,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010605,
20191367T1362,417272,432898,-1.739301,53.792127,13,3,1,1,29/07/2019,2,16:43,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010608,
20191367U0052,414332,434315,-1.783863,53.804951,13,2,2,2,30/07/2019,3,00:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010808,
20191367U1379,416383,428305,-1.753038,53.750874,13,3,2,1,30/07/2019,3,16:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,4,0,1,1,E01010865,
20191367V1486,412046,433347,-1.818611,53.796308,13,3,1,1,31/07/2019,4,18:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010631,
2019136820377,419042,437280,-1.712165,53.831451,13,3,2,1,02/08/2019,6,07:45,200,E08000032,3,658,6,30,6,2,3,657,0,4,1,1,1,0,0,1,1,E01010689,
2019136821210,413898,434446,-1.790447,53.806140,13,3,2,1,02/08/2019,6,13:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010809,
2019136821411,416643,433566,-1.748813,53.798151,13,3,2,2,01/08/2019,5,17:21,200,E08000032,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136821932,414412,432903,-1.782714,53.792258,13,3,2,1,02/08/2019,6,19:57,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010833,
2019136830919,405604,440859,-1.916275,53.863933,13,2,1,1,03/08/2019,7,12:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010725,
2019136840522,416345,432548,-1.753391,53.789011,13,3,2,1,04/08/2019,1,07:45,200,E08000032,3,641,3,40,6,2,3,647,0,5,1,1,1,0,0,1,1,E01010730,
2019136850158,406257,441460,-1.906333,53.869327,13,2,3,1,05/08/2019,2,22:14,200,E08000032,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,E01010702,
2019136851225,415628,430717,-1.764365,53.772576,13,3,2,1,05/08/2019,2,15:40,200,E08000032,3,6177,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01010744,
2019136860220,417754,433558,-1.731947,53.798043,13,3,2,1,06/08/2019,3,03:10,200,E08000032,5,0,6,30,3,4,4,6381,0,4,4,1,1,0,0,1,1,E01010607,
2019136860499,416272,432568,-1.754498,53.789193,13,3,2,2,05/08/2019,2,21:45,200,E08000032,3,647,3,40,6,2,3,647,0,0,4,1,1,0,0,1,2,E01010730,
2019136870451,416692,435817,-1.747949,53.818381,13,1,1,1,07/08/2019,4,09:42,200,E08000032,6,0,6,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010597,
2019136870587,415628,429116,-1.764446,53.758187,13,2,2,1,07/08/2019,4,11:10,200,E08000032,3,641,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010750,
2019136871364,417020,433019,-1.743120,53.793223,13,3,2,1,07/08/2019,4,17:13,200,E08000032,3,650,3,30,6,2,3,647,0,5,1,1,1,0,0,1,1,E01010606,
2019136880745,413224,447348,-1.800131,53.922119,13,2,1,1,17/08/2019,7,12:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010696,
2019136882035,410271,429720,-1.845677,53.763747,13,3,1,2,08/08/2019,5,21:38,200,E08000032,6,0,6,30,9,4,6,0,0,0,6,1,1,5,0,2,1,E01010759,
2019136891006,408875,441694,-1.866513,53.871393,13,3,2,1,09/08/2019,6,13:51,200,E08000032,4,6265,6,30,3,2,6,0,0,5,1,1,2,0,0,2,1,E01010709,
2019136891207,406039,441129,-1.909655,53.866355,13,3,3,1,09/08/2019,6,15:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010710,
2019136891752,418663,430492,-1.718331,53.770455,13,3,2,1,09/08/2019,6,19:17,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010822,
2019136891965,405581,440078,-1.916638,53.856914,13,3,2,1,09/08/2019,6,18:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010714,
20191368A1022,414280,433667,-1.784683,53.799129,13,3,2,2,10/08/2019,7,14:25,200,E08000032,4,6145,6,30,6,2,3,6177,0,5,1,1,1,0,0,1,1,E01010833,
20191368A1088,406040,441185,-1.909639,53.866858,13,3,2,2,10/08/2019,7,15:00,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010710,
20191368A1809,413911,434402,-1.790252,53.805745,13,3,1,1,10/08/2019,7,21:12,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010809,
20191368C1167,415840,434703,-1.760946,53.808395,13,3,2,1,12/08/2019,2,16:20,200,E08000032,3,6177,6,30,6,2,5,0,0,5,1,1,1,0,2,1,1,E01010824,
20191368C1635,414643,436195,-1.779052,53.821840,13,3,1,1,12/08/2019,2,19:15,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010791,
20191368D0203,415275,427478,-1.769881,53.743475,13,2,2,2,13/08/2019,3,04:20,200,E08000032,3,641,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010869,
20191368D1093,413974,437494,-1.789156,53.833534,13,3,1,1,13/08/2019,3,15:36,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010788,
20191368D1406,410161,431360,-1.847292,53.778489,13,3,2,3,13/08/2019,3,18:50,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01010796,
20191368E0938,410801,439109,-1.837312,53.848124,13,3,1,1,14/08/2019,4,15:14,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010578,
20191368G0084,416280,432712,-1.754369,53.790487,13,3,2,1,16/08/2019,6,20:55,200,E08000032,3,641,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01033690,
20191368G1405,414366,431826,-1.783462,53.782580,13,3,1,1,16/08/2019,6,18:30,200,E08000032,6,0,6,30,6,2,3,647,0,0,1,2,2,0,0,1,1,E01010839,
20191368G1689,414827,426047,-1.776741,53.730626,13,3,2,1,16/08/2019,6,21:00,200,E08000032,3,58,6,30,6,2,3,641,0,0,4,1,2,0,0,1,1,E01010871,
20191368H0066,419211,433010,-1.709862,53.793066,13,3,2,1,17/08/2019,7,00:10,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010610,
20191368H0187,413937,433988,-1.789876,53.802023,13,3,1,1,17/08/2019,7,00:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,6,1,2,0,0,1,1,E01010803,
20191368H0490,415504,436444,-1.765961,53.824053,13,3,2,1,17/08/2019,7,08:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010776,
20191368H2047,419069,430249,-1.712186,53.768256,13,3,1,1,17/08/2019,7,22:44,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010814,
20191368I0490,419595,438457,-1.703688,53.842009,13,3,1,1,18/08/2019,1,06:39,200,E08000032,3,658,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010683,
20191368I0878,415295,433095,-1.769301,53.793959,13,3,4,1,18/08/2019,1,12:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010833,
20191368J0534,416769,430267,-1.747078,53.768496,13,3,2,1,19/08/2019,2,10:15,200,E08000032,3,6177,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010616,
20191368J0823,411755,439048,-1.822813,53.847555,13,3,1,1,19/08/2019,2,12:50,200,E08000032,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010584,
20191368J0951,412960,435283,-1.804655,53.813687,13,3,3,1,19/08/2019,2,14:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010671,
20191368J1266,418996,430279,-1.713292,53.768529,13,3,2,1,19/08/2019,2,16:25,200,E08000032,6,0,6,30,3,4,3,650,0,0,1,1,1,0,0,1,1,E01010814,
20191368J2091,405758,440451,-1.913940,53.860264,13,3,2,1,19/08/2019,2,20:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01010711,
20191368K1249,410942,435000,-1.835313,53.811189,13,3,1,1,20/08/2019,3,16:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010672,
20191368K1615,408809,430838,-1.867823,53.773822,13,2,1,1,20/08/2019,3,18:45,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010754,
20191368M0542,419235,430176,-1.709673,53.767594,13,3,2,1,22/08/2019,5,11:00,200,E08000032,3,650,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01010814,
20191368M1167,414696,440544,-1.778040,53.860927,13,2,2,2,22/08/2019,5,16:10,200,E08000032,6,0,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010573,
20191368N1136,403162,434807,-1.953466,53.809558,13,3,2,1,23/08/2019,6,15:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01010858,
20191368N1200,411335,433541,-1.829398,53.798068,13,3,1,1,23/08/2019,6,15:49,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010802,
20191368N1435,410098,429750,-1.848300,53.764020,13,3,2,1,23/08/2019,6,17:00,200,E08000032,6,0,6,30,3,1,6,0,0,0,1,1,1,0,0,1,1,E01010759,
20191368O1069,414396,431720,-1.783011,53.781626,13,3,1,1,24/08/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010663,
20191368O1276,410930,438124,-1.835385,53.839268,13,3,1,4,24/08/2019,7,16:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010596,
20191368P0311,416079,434909,-1.757306,53.810240,13,3,2,1,25/08/2019,1,03:47,200,E08000032,3,6037,6,40,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010824,
20191368P0583,413555,434350,-1.795660,53.805287,13,3,2,3,25/08/2019,1,10:00,200,E08000032,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010810,
20191368Q1798,415153,431629,-1.771528,53.780787,13,3,2,1,26/08/2019,2,18:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010735,
20191368R0394,412170,437495,-1.816566,53.833587,13,3,2,1,27/08/2019,3,07:30,200,E08000032,3,650,1,40,1,4,4,6265,0,0,1,1,1,0,0,2,1,E01010596,
20191368R1583,409612,440723,-1.855335,53.862653,13,2,2,1,27/08/2019,3,16:52,200,E08000032,3,650,1,70,1,4,4,6265,0,0,1,1,1,0,0,1,1,E01010709,
20191368R1699,413819,433016,-1.791710,53.793290,13,3,2,1,27/08/2019,3,17:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010658,
20191368R1775,417672,430493,-1.733366,53.770498,13,2,1,1,27/08/2019,3,18:20,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615,
20191368S0358,405097,436682,-1.924051,53.826396,13,3,2,1,28/08/2019,4,07:25,200,E08000032,3,629,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01010590,
20191368T0296,417784,435689,-1.731370,53.817195,13,3,2,1,29/08/2019,5,07:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010656,
20191368T0326,415249,428428,-1.770228,53.752014,13,3,2,1,29/08/2019,5,08:02,200,E08000032,3,641,6,30,3,4,4,6379,0,0,1,1,1,0,0,1,1,E01010866,
20191368T0482,414325,434407,-1.783965,53.805778,13,3,2,1,29/08/2019,5,09:56,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010808,
20191368T1544,416379,432608,-1.752872,53.789549,13,3,2,3,29/08/2019,5,15:50,200,E08000032,3,647,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033690,
20191368U0339,413790,433264,-1.792140,53.795520,13,2,1,2,30/08/2019,6,06:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630,
20191368U1291,406884,441907,-1.896788,53.873337,13,3,2,1,30/08/2019,6,15:59,200,E08000032,3,650,1,30,1,2,3,6035,0,5,1,1,1,0,0,1,1,E01010700,
20191368V0727,415959,433350,-1.759208,53.796231,13,3,2,1,31/08/2019,7,11:48,200,E08000032,3,6181,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033691,
20191368V1639,410896,432241,-1.836108,53.786393,13,3,1,2,31/08/2019,7,16:39,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,7,2,1,E01010634,
2019136910680,417379,433059,-1.737668,53.793571,13,3,2,1,01/09/2019,1,11:34,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010606,
2019136911164,419228,433745,-1.709558,53.799672,13,3,3,1,01/09/2019,1,16:00,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010627,
2019136920343,404463,434230,-1.933717,53.804363,13,3,2,1,02/09/2019,2,09:20,200,E08000032,4,6141,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01010857,
2019136940772,418146,432339,-1.726067,53.787074,13,3,2,1,04/09/2019,4,12:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010609,
2019136941225,404356,444553,-1.935200,53.897146,13,2,1,1,04/09/2019,4,16:39,200,E08000032,3,629,3,70,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01010643,
2019136951157,415370,430749,-1.768278,53.772871,13,3,2,3,05/09/2019,5,16:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010744,
2019136951234,415050,431098,-1.773117,53.776017,13,3,2,1,05/09/2019,5,02:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010739,
2019136960537,418917,431933,-1.714390,53.783397,13,3,2,1,06/09/2019,6,10:35,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010611,
2019136970432,417033,433070,-1.742920,53.793681,13,1,1,1,07/09/2019,7,07:55,200,E08000032,3,650,3,30,9,2,3,647,0,4,1,1,1,0,0,1,1,E01010606,
2019136971380,419517,433972,-1.705156,53.801701,13,2,1,1,07/09/2019,7,17:12,200,E08000032,3,647,1,30,1,2,3,647,0,0,1,1,1,0,0,1,1,E01010627,
2019136972196,413596,433999,-1.795053,53.802131,13,3,2,2,07/09/2019,7,23:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010810,
2019136981224,413257,433545,-1.800219,53.798059,13,3,1,1,08/09/2019,1,15:54,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010630,
2019136981767,410885,432221,-1.836276,53.786213,13,3,2,4,08/09/2019,1,21:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01010634,
2019136991810,417515,437290,-1.735365,53.831594,13,3,4,2,09/09/2019,2,21:02,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010690,
20191369A0248,417015,433063,-1.743193,53.793619,13,2,1,1,10/09/2019,3,08:01,200,E08000032,3,650,3,40,3,2,3,647,2,4,1,1,1,0,0,1,1,E01010606,
20191369A0741,415654,433965,-1.763808,53.801768,13,3,1,1,10/09/2019,3,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010842,
20191369A2002,417681,431811,-1.733155,53.782344,13,1,3,3,10/09/2019,3,22:54,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010613,
20191369B1565,417772,436480,-1.731507,53.824305,13,2,1,1,11/09/2019,4,18:40,200,E08000032,6,0,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010655,
20191369C0643,414177,437413,-1.786075,53.832800,13,3,2,1,12/09/2019,5,08:30,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010788,
20191369C0817,412247,433084,-1.815570,53.793940,13,3,2,1,12/09/2019,5,12:40,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010628,
20191369C1713,415788,430661,-1.761941,53.772068,13,3,2,1,12/09/2019,5,19:00,200,E08000032,3,6177,6,30,6,2,3,6177,0,0,1,1,1,0,0,1,1,E01010745,
20191369C1863,413868,433722,-1.790935,53.799634,13,3,2,1,09/09/2019,2,20:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,2,E01010803,
20191369C2015,406132,440690,-1.908249,53.862408,13,3,2,1,12/09/2019,5,14:32,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010711,
20191369D0707,409563,429665,-1.856419,53.763266,13,3,1,1,13/09/2019,6,11:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010760,
20191369D1782,418617,434023,-1.718818,53.802193,13,2,1,1,13/09/2019,6,19:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010626,
20191369E1038,416683,433446,-1.748212,53.797072,13,3,2,7,14/09/2019,7,15:04,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,
20191369E1326,416098,433098,-1.757111,53.793962,13,3,2,1,14/09/2019,7,17:30,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033691,
20191369F0963,408489,434673,-1.872575,53.808296,13,2,2,2,15/09/2019,1,13:40,200,E08000032,6,0,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,E01010590,
20191369F1165,414358,434560,-1.783457,53.807153,13,3,2,1,15/09/2019,1,15:13,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010807,
20191369G0873,406007,442203,-1.910121,53.876008,13,3,2,1,13/09/2019,6,13:24,200,E08000032,4,6265,1,30,1,4,4,6265,0,0,1,1,1,0,0,2,2,E01010728,
20191369H0283,416418,433738,-1.752220,53.799704,13,3,2,1,17/09/2019,3,07:50,200,E08000032,3,6181,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01033693,
20191369H0874,417769,429965,-1.731925,53.765749,13,3,2,2,17/09/2019,3,13:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010818,
20191369H1108,413660,432840,-1.794132,53.791712,13,3,1,1,17/09/2019,3,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010658,
20191369H1652,413973,434423,-1.789310,53.805932,13,3,1,1,17/09/2019,3,18:40,200,E08000032,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01010809,
20191369H1817,406000,441213,-1.910246,53.867110,13,3,2,1,17/09/2019,3,18:36,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010710,
20191369H2103,405591,439606,-1.916495,53.852671,13,3,2,1,17/09/2019,3,22:34,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010716,
20191369I0234,415250,428427,-1.770213,53.752005,13,3,2,1,18/09/2019,4,07:14,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010866,
20191369I0298,413883,429195,-1.790909,53.758946,13,3,2,1,18/09/2019,4,08:10,200,E08000032,3,6036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010851,
20191369I0701,410747,439201,-1.838129,53.848952,13,3,1,1,18/09/2019,4,12:20,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010578,
